Month,Category,Revenue
2017-02-01,books_general_interest,772.71
2017-02-01,books_technical,159.0
2017-02-01,cine_photo,59.0
2017-02-01,computers,3549.0
2017-02-01,computers_accessories,11319.09
2017-02-01,consoles_games,4294.7699999999995
2017-02-01,construction_tools_construction,336.79
2017-02-01,construction_tools_safety,379.0
2017-02-01,cool_stuff,12454.6
2017-02-01,costruction_tools_garden,579.98
2017-02-01,dvds_blu_ray,14.9
2017-02-01,electronics,1218.85
2017-02-01,fashio_female_clothing,363.9
2017-02-01,fashion_bags_accessories,2170.31
2017-02-01,fashion_male_clothing,545.95
2017-02-01,fashion_shoes,107.05
2017-02-01,fashion_underwear_beach,396.96999999999997
2017-02-01,fixed_telephony,759.23
2017-02-01,food,676.73
2017-02-01,furniture_bedroom,450.0
2017-02-01,furniture_decor,19926.41
2017-02-01,furniture_living_room,3409.64
2017-02-01,garden_tools,11734.619999999999
2017-02-01,health_beauty,22059.920000000002
2017-02-01,home_appliances,740.9
2017-02-01,home_appliances_2,15.99
2017-02-01,home_confort,414.66
2017-02-01,home_construction,695.6
2017-02-01,housewares,11295.34
2017-02-01,industry_commerce_and_business,119.0
2017-02-01,kitchen_dining_laundry_garden_furniture,139.9
2017-02-01,luggage_accessories,1659.19
2017-02-01,market_place,1574.22
2017-02-01,musical_instruments,2221.28
2017-02-01,office_furniture,10845.98
2017-02-01,perfumery,8040.38
2017-02-01,pet_shop,3584.87
2017-02-01,small_appliances,7251.58
2017-02-01,sports_leisure,15629.98
2017-02-01,stationery,2341.4
2017-02-01,tablets_printing_image,792.0
2017-02-01,telephony,6693.34
2017-02-01,toys,9353.44
2017-02-01,watches_gifts,10992.39
2017-03-01,agro_industry_and_commerce,81.99000000000001
2017-03-01,air_conditioning,4103.81
2017-03-01,art,174.6
2017-03-01,audio,1134.77
2017-03-01,auto,13272.93
2017-03-01,baby,3592.28
2017-03-01,bed_bath_table,25120.02
2017-03-01,books_general_interest,2533.96
2017-03-01,books_technical,75.0
2017-03-01,computers_accessories,28078.8
2017-03-01,consoles_games,9834.039999999999
2017-03-01,construction_tools_construction,38.9
2017-03-01,cool_stuff,20583.33
2017-03-01,drinks,463.87
2017-03-01,dvds_blu_ray,453.7
2017-03-01,electronics,3986.0
2017-03-01,fashio_female_clothing,19.9
2017-03-01,fashion_bags_accessories,4786.36
2017-03-01,fashion_male_clothing,580.8
2017-03-01,fashion_shoes,1515.0
2017-03-01,fashion_sport,39.9
2017-03-01,fashion_underwear_beach,394.14
2017-03-01,fixed_telephony,1333.45
2017-03-01,food,2412.66
2017-03-01,food_drink,85.8
2017-03-01,furniture_decor,22133.47
2017-03-01,furniture_living_room,3324.0
2017-03-01,garden_tools,23508.760000000002
2017-03-01,health_beauty,25652.45
2017-03-01,home_appliances,313.3
2017-03-01,home_appliances_2,500.9
2017-03-01,home_comfort_2,342.88
2017-03-01,home_confort,2123.4
2017-03-01,home_construction,591.96
2017-03-01,housewares,12906.960000000001
2017-03-01,industry_commerce_and_business,238.0
2017-03-01,kitchen_dining_laundry_garden_furniture,113.97999999999999
2017-03-01,luggage_accessories,5924.01
2017-03-01,market_place,1808.59
2017-03-01,music,27.99
2017-03-01,musical_instruments,1667.33
2017-03-01,office_furniture,10793.85
2017-03-01,perfumery,19608.14
2017-03-01,pet_shop,8240.06
2017-03-01,signaling_and_security,75.0
2017-03-01,small_appliances,11171.06
2017-03-01,sports_leisure,25472.89
2017-03-01,stationery,5902.62
2017-03-01,tablets_printing_image,495.0
2017-03-01,telephony,7877.12
2017-03-01,toys,12339.57
2017-03-01,watches_gifts,24892.38
2017-04-01,air_conditioning,2492.23
2017-04-01,art,119.9
2017-04-01,audio,942.2
2017-04-01,auto,15149.32
2017-04-01,baby,3930.55
2017-04-01,bed_bath_table,24092.89
2017-04-01,books_general_interest,923.38
2017-04-01,books_imported,19.99
2017-04-01,books_technical,75.0
2017-04-01,christmas_supplies,69.0
2017-04-01,cine_photo,118.0
2017-04-01,computers_accessories,18353.46
2017-04-01,consoles_games,3772.88
2017-04-01,cool_stuff,20902.39
2017-04-01,costruction_tools_garden,1490.21
2017-04-01,costruction_tools_tools,729.0
2017-04-01,dvds_blu_ray,1434.9
2017-04-01,electronics,4822.24
2017-04-01,fashio_female_clothing,64.9
2017-04-01,fashion_bags_accessories,3095.9
2017-04-01,fashion_male_clothing,366.89
2017-04-01,fashion_shoes,1526.5
2017-04-01,fashion_sport,189.77999999999997
2017-04-01,fashion_underwear_beach,92.89
2017-04-01,fixed_telephony,505.83000000000004
2017-04-01,food,491.3
2017-04-01,food_drink,47.9
2017-04-01,furniture_bedroom,628.98
2017-04-01,furniture_decor,19211.23
2017-04-01,furniture_living_room,2073.34
2017-04-01,furniture_mattress_and_upholstery,109.4
2017-04-01,garden_tools,17648.93
2017-04-01,health_beauty,22156.34
2017-04-01,home_appliances,499.4
2017-04-01,home_appliances_2,799.8
2017-04-01,home_comfort_2,12.9
2017-04-01,home_confort,2411.1
2017-04-01,home_construction,1602.69
2017-04-01,housewares,12472.18
2017-04-01,kitchen_dining_laundry_garden_furniture,1033.4
2017-04-01,la_cuisine,24.0
2017-04-01,luggage_accessories,7090.3
2017-04-01,market_place,4045.28
2017-04-01,music,59.8
2017-04-01,musical_instruments,3818.43
2017-04-01,office_furniture,9411.3
2017-04-01,perfumery,19436.51
2017-04-01,pet_shop,6182.89
2017-04-01,signaling_and_security,128.06
2017-04-01,small_appliances,23114.98
2017-04-01,sports_leisure,22997.06
2017-04-01,stationery,4551.4400000000005
2017-04-01,tablets_printing_image,1112.88
2017-04-01,telephony,7133.94
2017-04-01,toys,13039.43
2017-04-01,watches_gifts,23336.09
2017-05-01,agro_industry_and_commerce,1579.94
2017-05-01,air_conditioning,914.87
2017-05-01,art,6927.25
2017-05-01,arts_and_craftmanship,21.99
2017-05-01,audio,2081.18
2017-05-01,auto,17501.25
2017-05-01,baby,8933.72
2017-05-01,bed_bath_table,32684.600000000002
2017-05-01,books_general_interest,1841.57
2017-05-01,books_technical,262.0
2017-05-01,cine_photo,59.0
2017-05-01,computers_accessories,44759.39
2017-05-01,consoles_games,2507.2
2017-05-01,construction_tools_construction,99.99
2017-05-01,cool_stuff,32481.600000000002
2017-05-01,costruction_tools_garden,1447.34
2017-05-01,costruction_tools_tools,803.9
2017-05-01,drinks,90.0
2017-05-01,dvds_blu_ray,89.6
2017-05-01,electronics,6149.11
2017-05-01,fashio_female_clothing,367.5
2017-05-01,fashion_bags_accessories,7192.0
2017-05-01,fashion_childrens_clothes,110.0
2017-05-01,fashion_male_clothing,608.9
2017-05-01,fashion_shoes,1669.54
2017-05-01,fashion_sport,124.84
2017-05-01,fashion_underwear_beach,283.5
2017-05-01,fixed_telephony,445.83000000000004
2017-05-01,food,387.9
2017-05-01,food_drink,345.49
2017-05-01,furniture_bedroom,2369.97
2017-05-01,furniture_decor,22312.54
2017-05-01,furniture_living_room,4479.45
2017-05-01,furniture_mattress_and_upholstery,595.89
2017-05-01,garden_tools,20372.57
2017-05-01,health_beauty,46340.06
2017-05-01,home_appliances,1912.79
2017-05-01,home_appliances_2,1306.05
2017-05-01,home_confort,5114.07
2017-05-01,home_construction,1620.5
2017-05-01,housewares,21374.9
2017-05-01,industry_commerce_and_business,519.8
2017-05-01,kitchen_dining_laundry_garden_furniture,1304.48
2017-05-01,la_cuisine,193.0
2017-05-01,luggage_accessories,12539.62
2017-05-01,market_place,2476.98
2017-05-01,musical_instruments,9639.44
2017-05-01,office_furniture,8403.43
2017-05-01,perfumery,19982.06
2017-05-01,pet_shop,8151.02
2017-05-01,signaling_and_security,508.85
2017-05-01,small_appliances,5241.44
2017-05-01,sports_leisure,34101.73
2017-05-01,stationery,5600.18
2017-05-01,tablets_printing_image,1514.98
2017-05-01,telephony,8844.39
2017-05-01,toys,22179.25
2017-05-01,watches_gifts,36619.48
2017-06-01,agro_industry_and_commerce,1390.0
2017-06-01,air_conditioning,2084.48
2017-06-01,art,200.3
2017-06-01,audio,1671.0
2017-06-01,auto,29335.71
2017-06-01,baby,7864.74
2017-06-01,bed_bath_table,33803.23
2017-06-01,books_general_interest,1922.18
2017-06-01,books_imported,99.0
2017-06-01,books_technical,145.9
2017-06-01,christmas_supplies,184.7
2017-06-01,cine_photo,79.0
2017-06-01,computers_accessories,36193.7
2017-06-01,consoles_games,5309.03
2017-06-01,construction_tools_construction,376.37
2017-06-01,cool_stuff,38109.61
2017-06-01,costruction_tools_garden,434.69
2017-06-01,drinks,49.99
2017-06-01,dvds_blu_ray,126.69
2017-06-01,electronics,2060.04
2017-06-01,fashio_female_clothing,154.8
2017-06-01,fashion_bags_accessories,6722.13
2017-06-01,fashion_childrens_clothes,110.0
2017-06-01,fashion_male_clothing,519.79
2017-06-01,fashion_shoes,1279.3799999999999
2017-06-01,fashion_sport,470.5
2017-06-01,fashion_underwear_beach,3.9
2017-06-01,fixed_telephony,933.6700000000001
2017-06-01,food,149.9
2017-06-01,food_drink,57.4
2017-06-01,furniture_bedroom,308.99
2017-06-01,furniture_decor,16614.29
2017-06-01,furniture_living_room,1713.3
2017-06-01,garden_tools,15447.09
2017-06-01,health_beauty,31676.81
2017-06-01,home_appliances,2507.19
2017-06-01,home_appliances_2,1213.8700000000001
2017-06-01,home_comfort_2,12.9
2017-06-01,home_confort,2818.2000000000003
2017-06-01,home_construction,1992.3
2017-06-01,housewares,22978.21
2017-06-01,industry_commerce_and_business,276.97
2017-06-01,kitchen_dining_laundry_garden_furniture,374.8
2017-06-01,luggage_accessories,8142.19
2017-06-01,market_place,1258.95
2017-06-01,music,1066.9
2017-06-01,musical_instruments,4993.05
2017-06-01,office_furniture,7279.13
2017-06-01,perfumery,23954.32
2017-06-01,pet_shop,5123.57
2017-06-01,signaling_and_security,134.0
2017-06-01,small_appliances,9698.81
2017-06-01,small_appliances_home_oven_and_coffee,71.9
2017-06-01,sports_leisure,32066.93
2017-06-01,stationery,3493.57
2017-06-01,tablets_printing_image,594.0
2017-06-01,telephony,6561.7300000000005
2017-06-01,toys,15337.550000000001
2017-06-01,watches_gifts,27337.63
2017-07-01,agro_industry_and_commerce,1180.0
2017-07-01,air_conditioning,1396.1
2017-07-01,art,386.75
2017-07-01,arts_and_craftmanship,129.9
2017-07-01,audio,673.69
2017-07-01,auto,13886.85
2017-07-01,baby,15461.41
2017-07-01,bed_bath_table,62786.96
2017-07-01,books_general_interest,1292.4
2017-07-01,books_technical,528.0
2017-07-01,cds_dvds_musicals,225.0
2017-07-01,christmas_supplies,65.09
2017-07-01,computers_accessories,38176.22
2017-07-01,consoles_games,5411.24
2017-07-01,construction_tools_construction,549.4399999999999
2017-07-01,construction_tools_lights,360.0
2017-07-01,cool_stuff,36653.46
2017-07-01,costruction_tools_garden,347.58000000000004
2017-07-01,drinks,273.97
2017-07-01,dvds_blu_ray,732.8
2017-07-01,electronics,7266.04
2017-07-01,fashio_female_clothing,310.70000000000005
2017-07-01,fashion_bags_accessories,5063.21
2017-07-01,fashion_male_clothing,719.99
2017-07-01,fashion_shoes,1283.02
2017-07-01,fashion_sport,69.9
2017-07-01,fashion_underwear_beach,274.8
2017-07-01,fixed_telephony,218.73
2017-07-01,food,584.1600000000001
2017-07-01,food_drink,168.2
2017-07-01,furniture_bedroom,1077.99
2017-07-01,furniture_decor,24028.12
2017-07-01,furniture_living_room,3826.12
2017-07-01,furniture_mattress_and_upholstery,109.4
2017-07-01,garden_tools,18951.3
2017-07-01,health_beauty,34239.45
2017-07-01,home_appliances,3671.99
2017-07-01,home_appliances_2,1033.99
2017-07-01,home_comfort_2,12.9
2017-07-01,home_confort,4563.85
2017-07-01,home_construction,93.6
2017-07-01,housewares,20251.53
2017-07-01,industry_commerce_and_business,245.95999999999998
2017-07-01,kitchen_dining_laundry_garden_furniture,1316.5
2017-07-01,la_cuisine,469.99
2017-07-01,luggage_accessories,8311.710000000001
2017-07-01,market_place,1573.38
2017-07-01,music,329.0
2017-07-01,musical_instruments,7282.59
2017-07-01,office_furniture,16892.61
2017-07-01,party_supplies,69.9
2017-07-01,perfumery,12734.25
2017-07-01,pet_shop,6575.97
2017-07-01,signaling_and_security,475.90999999999997
2017-07-01,small_appliances,3587.23
2017-07-01,sports_leisure,36618.83
2017-07-01,stationery,6906.85
2017-07-01,tablets_printing_image,198.0
2017-07-01,telephony,9052.87
2017-07-01,toys,23956.84
2017-07-01,watches_gifts,33702.42
2017-08-01,agro_industry_and_commerce,88.0
2017-08-01,air_conditioning,4271.7300000000005
2017-08-01,art,244.7
2017-08-01,audio,1050.7
2017-08-01,auto,18922.61
2017-08-01,baby,19160.1
2017-08-01,bed_bath_table,56580.63
2017-08-01,books_general_interest,2275.0
2017-08-01,books_imported,61.0
2017-08-01,books_technical,1196.38
2017-08-01,cds_dvds_musicals,135.0
2017-08-01,christmas_supplies,58.9
2017-08-01,computers,32400.0
2017-08-01,computers_accessories,33826.47
2017-08-01,consoles_games,8054.75
2017-08-01,construction_tools_construction,1180.0
2017-08-01,construction_tools_lights,589.0
2017-08-01,construction_tools_safety,8.9
2017-08-01,cool_stuff,38264.51
2017-08-01,costruction_tools_garden,1286.19
2017-08-01,drinks,119.9
2017-08-01,dvds_blu_ray,113.39999999999999
2017-08-01,electronics,2854.15
2017-08-01,fashio_female_clothing,188.7
2017-08-01,fashion_bags_accessories,6438.89
2017-08-01,fashion_male_clothing,1175.06
2017-08-01,fashion_shoes,1491.69
2017-08-01,fashion_sport,265.8
2017-08-01,fashion_underwear_beach,1111.0
2017-08-01,fixed_telephony,3343.54
2017-08-01,food,364.5
2017-08-01,food_drink,494.81
2017-08-01,furniture_bedroom,618.0
2017-08-01,furniture_decor,33595.89
2017-08-01,furniture_living_room,2478.07
2017-08-01,furniture_mattress_and_upholstery,509.39
2017-08-01,garden_tools,22920.93
2017-08-01,health_beauty,49030.23
2017-08-01,home_appliances,3921.35
2017-08-01,home_appliances_2,3686.55
2017-08-01,home_comfort_2,38.7
2017-08-01,home_confort,4000.19
2017-08-01,home_construction,124.8
2017-08-01,housewares,23427.84
2017-08-01,industry_commerce_and_business,956.9
2017-08-01,kitchen_dining_laundry_garden_furniture,1006.2
2017-08-01,la_cuisine,313.0
2017-08-01,luggage_accessories,6533.1
2017-08-01,market_place,1937.3899999999999
2017-08-01,musical_instruments,7089.55
2017-08-01,office_furniture,9877.36
2017-08-01,perfumery,13085.1
2017-08-01,pet_shop,10425.79
2017-08-01,signaling_and_security,377.8
2017-08-01,small_appliances,4297.01
2017-08-01,small_appliances_home_oven_and_coffee,21.9
2017-08-01,sports_leisure,40624.770000000004
2017-08-01,stationery,6366.91
2017-08-01,tablets_printing_image,450.89
2017-08-01,telephony,10553.31
2017-08-01,toys,17675.37
2017-08-01,watches_gifts,36170.95
2017-09-01,agro_industry_and_commerce,1993.99
2017-09-01,air_conditioning,1629.15
2017-09-01,art,388.54
2017-09-01,audio,1042.5900000000001
2017-09-01,auto,14126.77
2017-09-01,baby,23232.45
2017-09-01,bed_bath_table,52105.61
2017-09-01,books_general_interest,932.24
2017-09-01,books_imported,290.0
2017-09-01,books_technical,1001.35
2017-09-01,christmas_supplies,254.7
2017-09-01,cine_photo,69.0
2017-09-01,computers,51228.89
2017-09-01,computers_accessories,28040.65
2017-09-01,consoles_games,8150.57
2017-09-01,construction_tools_construction,1240.3
2017-09-01,construction_tools_lights,229.0
2017-09-01,construction_tools_safety,1124.54
2017-09-01,cool_stuff,37547.47
2017-09-01,costruction_tools_garden,251.6
2017-09-01,costruction_tools_tools,916.89
2017-09-01,drinks,244.98000000000002
2017-09-01,dvds_blu_ray,39.8
2017-09-01,electronics,4338.96
2017-09-01,fashio_female_clothing,355.7
2017-09-01,fashion_bags_accessories,11778.24
2017-09-01,fashion_childrens_clothes,89.99
2017-09-01,fashion_male_clothing,1177.5
2017-09-01,fashion_shoes,1099.7
2017-09-01,fashion_sport,384.6
2017-09-01,fashion_underwear_beach,1619.9
2017-09-01,fixed_telephony,13692.91
2017-09-01,food,992.9200000000001
2017-09-01,food_drink,310.86
2017-09-01,furniture_bedroom,709.6
2017-09-01,furniture_decor,30554.920000000002
2017-09-01,furniture_living_room,1275.87
2017-09-01,furniture_mattress_and_upholstery,86.5
2017-09-01,garden_tools,22028.43
2017-09-01,health_beauty,50649.16
2017-09-01,home_appliances,1820.19
2017-09-01,home_appliances_2,1627.8
2017-09-01,home_comfort_2,12.9
2017-09-01,home_confort,4592.34
2017-09-01,home_construction,1357.81
2017-09-01,housewares,19941.56
2017-09-01,industry_commerce_and_business,219.98
2017-09-01,kitchen_dining_laundry_garden_furniture,409.6
2017-09-01,luggage_accessories,3885.38
2017-09-01,market_place,1147.21
2017-09-01,musical_instruments,8507.4
2017-09-01,office_furniture,9118.67
2017-09-01,party_supplies,269.8
2017-09-01,perfumery,14051.3
2017-09-01,pet_shop,8534.92
2017-09-01,security_and_services,100.0
2017-09-01,signaling_and_security,438.4
2017-09-01,small_appliances,10030.74
2017-09-01,small_appliances_home_oven_and_coffee,640.99
2017-09-01,sports_leisure,48972.11
2017-09-01,stationery,5851.52
2017-09-01,tablets_printing_image,233.9
2017-09-01,telephony,18278.37
2017-09-01,toys,29606.83
2017-09-01,watches_gifts,44748.96
2017-10-01,agro_industry_and_commerce,3350.28
2017-10-01,air_conditioning,2562.42
2017-10-01,art,349.05
2017-10-01,audio,2328.58
2017-10-01,auto,21419.39
2017-10-01,baby,16497.5
2017-10-01,bed_bath_table,46007.7
2017-10-01,books_general_interest,734.5
2017-10-01,books_technical,880.0
2017-10-01,cds_dvds_musicals,45.0
2017-10-01,christmas_supplies,388.05
2017-10-01,cine_photo,69.0
2017-10-01,computers,40393.92
2017-10-01,computers_accessories,42009.38
2017-10-01,consoles_games,10380.72
2017-10-01,construction_tools_construction,2576.18
2017-10-01,construction_tools_lights,500.0
2017-10-01,construction_tools_safety,1668.85
2017-10-01,cool_stuff,44348.23
2017-10-01,costruction_tools_garden,746.9
2017-10-01,costruction_tools_tools,1018.6
2017-10-01,drinks,596.98
2017-10-01,dvds_blu_ray,174.6
2017-10-01,electronics,3376.35
2017-10-01,fashion_bags_accessories,7584.66
2017-10-01,fashion_childrens_clothes,39.99
2017-10-01,fashion_male_clothing,971.9000000000001
2017-10-01,fashion_shoes,1860.92
2017-10-01,fashion_sport,59.9
2017-10-01,fashion_underwear_beach,187.8
2017-10-01,fixed_telephony,3751.88
2017-10-01,food,806.06
2017-10-01,food_drink,2297.23
2017-10-01,furniture_bedroom,943.9
2017-10-01,furniture_decor,30009.74
2017-10-01,furniture_living_room,1532.79
2017-10-01,garden_tools,25798.75
2017-10-01,health_beauty,40698.99
2017-10-01,home_appliances,1837.68
2017-10-01,home_appliances_2,2104.27
2017-10-01,home_comfort_2,64.5
2017-10-01,home_confort,3619.8
2017-10-01,home_construction,4201.17
2017-10-01,housewares,15883.68
2017-10-01,industry_commerce_and_business,2256.69
2017-10-01,kitchen_dining_laundry_garden_furniture,3428.6
2017-10-01,la_cuisine,137.0
2017-10-01,luggage_accessories,6240.34
2017-10-01,market_place,1019.54
2017-10-01,music,54.9
2017-10-01,musical_instruments,6329.26
2017-10-01,office_furniture,17890.83
2017-10-01,party_supplies,137.8
2017-10-01,perfumery,16877.82
2017-10-01,pet_shop,8243.58
2017-10-01,signaling_and_security,744.0
2017-10-01,small_appliances,6464.85
2017-10-01,sports_leisure,48568.98
2017-10-01,stationery,7697.17
2017-10-01,tablets_printing_image,99.0
2017-10-01,telephony,20859.18
2017-10-01,toys,33324.42
2017-10-01,watches_gifts,64874.63
2017-11-01,agro_industry_and_commerce,13932.49
2017-11-01,air_conditioning,4076.62
2017-11-01,art,75.0
2017-11-01,audio,3677.23
2017-11-01,auto,34736.49
2017-11-01,baby,21048.19
2017-11-01,bed_bath_table,87957.63
2017-11-01,books_general_interest,2630.9700000000003
2017-11-01,books_imported,247.0
2017-11-01,books_technical,768.9
2017-11-01,cds_dvds_musicals,195.0
2017-11-01,christmas_supplies,1312.6
2017-11-01,cine_photo,242.0
2017-11-01,computers,9768.0
2017-11-01,computers_accessories,69676.32
2017-11-01,consoles_games,11772.28
2017-11-01,construction_tools_construction,6993.56
2017-11-01,construction_tools_lights,2199.48
2017-11-01,construction_tools_safety,3280.69
2017-11-01,cool_stuff,55696.66
2017-11-01,costruction_tools_garden,1218.5
2017-11-01,costruction_tools_tools,269.5
2017-11-01,drinks,674.12
2017-11-01,dvds_blu_ray,79.78999999999999
2017-11-01,electronics,9992.99
2017-11-01,fashio_female_clothing,59.98
2017-11-01,fashion_bags_accessories,12849.33
2017-11-01,fashion_male_clothing,880.99
2017-11-01,fashion_shoes,1707.8
2017-11-01,fashion_sport,59.9
2017-11-01,fashion_underwear_beach,1221.6
2017-11-01,fixed_telephony,943.98
2017-11-01,flowers,187.8
2017-11-01,food,498.09
2017-11-01,food_drink,2445.57
2017-11-01,furniture_bedroom,873.0
2017-11-01,furniture_decor,62091.27
2017-11-01,furniture_living_room,6212.95
2017-11-01,furniture_mattress_and_upholstery,334.0
2017-11-01,garden_tools,44275.18
2017-11-01,health_beauty,78274.4
2017-11-01,home_appliances,4515.94
2017-11-01,home_appliances_2,4854.929999999999
2017-11-01,home_comfort_2,38.7
2017-11-01,home_confort,5355.39
2017-11-01,home_construction,4936.72
2017-11-01,housewares,33872.42
2017-11-01,industry_commerce_and_business,1994.87
2017-11-01,kitchen_dining_laundry_garden_furniture,5007.39
2017-11-01,la_cuisine,137.0
2017-11-01,luggage_accessories,8301.15
2017-11-01,market_place,1355.98
2017-11-01,musical_instruments,15776.89
2017-11-01,office_furniture,17919.2
2017-11-01,party_supplies,850.7
2017-11-01,perfumery,31612.13
2017-11-01,pet_shop,11167.79
2017-11-01,signaling_and_security,596.79
2017-11-01,small_appliances,6782.92
2017-11-01,sports_leisure,62686.24
2017-11-01,stationery,16406.19
2017-11-01,tablets_printing_image,350.40000000000003
2017-11-01,telephony,26117.63
2017-11-01,toys,62611.26
2017-11-01,watches_gifts,95292.34
2017-12-01,agro_industry_and_commerce,5291.7
2017-12-01,air_conditioning,668.8
2017-12-01,art,115.25
2017-12-01,audio,2686.9300000000003
2017-12-01,auto,39019.96
2017-12-01,baby,19658.48
2017-12-01,bed_bath_table,50081.16
2017-12-01,books_general_interest,2352.2
2017-12-01,books_imported,231.0
2017-12-01,books_technical,670.69
2017-12-01,cds_dvds_musicals,65.0
2017-12-01,christmas_supplies,493.90000000000003
2017-12-01,computers,16741.0
2017-12-01,computers_accessories,37428.67
2017-12-01,consoles_games,8885.01
2017-12-01,construction_tools_construction,5830.35
2017-12-01,construction_tools_lights,176.0
2017-12-01,construction_tools_safety,1384.92
2017-12-01,cool_stuff,37515.57
2017-12-01,costruction_tools_garden,928.9
2017-12-01,costruction_tools_tools,349.4
2017-12-01,diapers_and_hygiene,76.0
2017-12-01,drinks,2132.84
2017-12-01,dvds_blu_ray,119.9
2017-12-01,electronics,8518.61
2017-12-01,fashion_bags_accessories,9999.76
2017-12-01,fashion_male_clothing,450.89
2017-12-01,fashion_shoes,1099.0
2017-12-01,fashion_sport,59.9
2017-12-01,fashion_underwear_beach,1173.1
2017-12-01,fixed_telephony,998.77
2017-12-01,flowers,82.7
2017-12-01,food,939.34
2017-12-01,food_drink,1033.68
2017-12-01,furniture_bedroom,185.0
2017-12-01,furniture_decor,31073.09
2017-12-01,furniture_living_room,2316.01
2017-12-01,furniture_mattress_and_upholstery,803.7
2017-12-01,garden_tools,26795.69
2017-12-01,health_beauty,60688.75
2017-12-01,home_appliances,1331.0
2017-12-01,home_appliances_2,1990.16
2017-12-01,home_confort,2257.8
2017-12-01,home_construction,6525.3
2017-12-01,housewares,25285.96
2017-12-01,industry_commerce_and_business,1828.5
2017-12-01,kitchen_dining_laundry_garden_furniture,4277.3
2017-12-01,luggage_accessories,5969.21
2017-12-01,market_place,703.25
2017-12-01,musical_instruments,10823.5
2017-12-01,office_furniture,6684.37
2017-12-01,party_supplies,515.2
2017-12-01,perfumery,26448.94
2017-12-01,pet_shop,7126.74
2017-12-01,signaling_and_security,770.0
2017-12-01,small_appliances,7539.7699999999995
2017-12-01,sports_leisure,58722.48
2017-12-01,stationery,24793.1
2017-12-01,tablets_printing_image,419.40000000000003
2017-12-01,telephony,12780.44
2017-12-01,toys,55064.56
2017-12-01,watches_gifts,69556.92
2018-01-01,agro_industry_and_commerce,5853.4400000000005
2018-01-01,air_conditioning,4674.74
2018-01-01,art,2540.77
2018-01-01,audio,3820.28
2018-01-01,auto,35855.02
2018-01-01,baby,29833.88
2018-01-01,bed_bath_table,75408.13
2018-01-01,books_general_interest,2160.2
2018-01-01,books_imported,583.0
2018-01-01,books_technical,1176.55
2018-01-01,christmas_supplies,851.5
2018-01-01,cine_photo,199.98
2018-01-01,computers,6851.0
2018-01-01,computers_accessories,80503.87
